Duelist,Grade,Card,Weight
"Seto 3","S/A TEC","Resurrection of Chakra",8
"Seto 3","S/A TEC","Puppet Ritual",8
"Seto 3","S/A TEC","Garma Sword Oath",8
"Seto 3","S/A TEC","Cosmo Queen's Prayer",8
"Seto 3","S/A TEC","Revival of Skeleton Rider",8
"Seto 3","S/A TEC","Fortress Whale's Oath",8
"NiteMare","S/A TEC","Hitotsu-me Giant",22
"NiteMare","S/A TEC","Baby Dragon",22
"NiteMare","S/A TEC","Blackland Fire Dragon",22
"NiteMare","S/A TEC","Tyhone",22
"NiteMare","S/A TEC","Battle Steer",22
"NiteMare","S/A TEC","Flame Swordsman",22
"NiteMare","S/A TEC","Right Arm of the Forbidden One",4
"NiteMare","S/A TEC","The Wicked Worm Beast",22
"NiteMare","S/A TEC","Battle Ox",22
"NiteMare","S/A TEC","Beaver Warrior",22
"NiteMare","S/A TEC","Mountain Warrior",22
"NiteMare","S/A TEC","Koumori Dragon",22
"NiteMare","S/A TEC","Dragon Piper",52
"NiteMare","S/A TEC","Illusionist Faceless Mage",70
"NiteMare","S/A TEC","Rogue Doll",46
"NiteMare","S/A TEC","Griffore",20
"NiteMare","S/A TEC","Torike",20
"NiteMare","S/A TEC","Wolf",20
"NiteMare","S/A TEC","Silver Fang",20
"NiteMare","S/A TEC","Garoozis",20
"NiteMare","S/A TEC","Mystic Horseman",20
"NiteMare","S/A TEC","Dark Gray",20
"NiteMare","S/A TEC","Sleeping Lion",20
"NiteMare","S/A TEC","Faith Bird",20
"NiteMare","S/A TEC","Larvas",20
"NiteMare","S/A TEC","Darkfire Dragon",20
"NiteMare","S/A TEC","Fiend Refrection #2",20
"NiteMare","S/A TEC","Synchar",20
"NiteMare","S/A TEC","Fusionist",20
"NiteMare","S/A TEC","Petit Dragon",20
"NiteMare","S/A TEC","Frenzied Panda",20
"NiteMare","S/A TEC","Solitude",20
"NiteMare","S/A TEC","One Who Hunts Souls",20
"NiteMare","S/A TEC","Master & Expert",20
"NiteMare","S/A TEC","Prevent Rat",20
"NiteMare","S/A TEC","Mavelus",20
"NiteMare","S/A TEC","Mystical Sheep #2",20
"NiteMare","S/A TEC","One-eyed Shield Dragon",22
"NiteMare","S/A TEC","Wicked Dragon with the Ersatz Head",22
"NiteMare","S/A TEC","Dragon Treasure",24
"NiteMare","S/A TEC","Electro-whip",24
"NiteMare","S/A TEC","Machine Conversion Factory",24
"NiteMare","S/A TEC","Dragon Capture Jar",48
"NiteMare","S/A TEC","Forest",48
"NiteMare","S/A TEC","Umi",48
"NiteMare","S/A TEC","Tremendous Fire",24
"NiteMare","S/A TEC","Monster Tamer",22
"NiteMare","S/A TEC","Leogun",22
"NiteMare","S/A TEC","Dice Armadillo",22
"NiteMare","S/A TEC","Wing Eagle",22
"NiteMare","S/A TEC","Skull Red Bird",22
"NiteMare","S/A TEC","Queen Bird",22
"NiteMare","S/A TEC","Burglar",22
"NiteMare","S/A TEC","Peacock",22
"NiteMare","S/A TEC","Wilmee",22
"NiteMare","S/A TEC","Togex",46
"NiteMare","S/A TEC","Niwatori",22
"NiteMare","S/A TEC","Winged Dragon #2",22
"NiteMare","S/A TEC","Crow Goblin",46
"NiteMare","S/A TEC","Pale Beast",22
"NiteMare","S/A TEC","Armored Rat",22
"NiteMare","S/A TEC","Blue-winged Crown",22
"NiteMare","S/A TEC","Mystical Sheep #1",22
"NiteMare","S/A TEC","Magical Labyrinth",24
"NiteMare","S/A TEC","Megamorph",48
"NiteMare","S/A TEC","Winged Trumpeter",8
"NiteMare","S/A TEC","Crush Card",24
"NiteMare","S/A TEC","Curse of Millennium Shield",24
"NiteMare","S/A TEC","Yamadron Ritual",24
"NiteMare","S/A TEC","Bright Castle",48
"NiteMare","S/A TEC","Harpie's Feather Duster",24
"NiteMare","S/A TEC","Commencement Dance",24
"NiteMare","S/A TEC","Hamburger Recipe",24
"NiteMare","S/A TEC","Acid Trap Hole",48
"NiteMare","S/A TEC","Widespread Ruin",48
"NiteMare","S/A TEC","Goblin Fan",24
"NiteMare","S/A TEC","Fake Trap",24
"NiteMare","S/A TEC","Contruct of Mask",24
"NiteMare","S/A TEC","Puppet Ritual",24
"NiteMare","S/A TEC","Revival of Skeleton Rider",24
"DarkNite","S/A TEC","Baby Dragon",30
"DarkNite","S/A TEC","Blackland Fire Dragon",30
"DarkNite","S/A TEC","Left Arm of the Forbidden One",4
"DarkNite","S/A TEC","Koumori Dragon",30
"DarkNite","S/A TEC","Fiend Kraken",30
"DarkNite","S/A TEC","Jellyfish",30
"DarkNite","S/A TEC","Catapult Turtle",32
"DarkNite","S/A TEC","Octoberser",32
"DarkNite","S/A TEC","Toad Master",32
"DarkNite","S/A TEC","Akihiron",32
"DarkNite","S/A TEC","Darkfire Dragon",32
"DarkNite","S/A TEC","Monsturtle",32
"DarkNite","S/A TEC","Turtle Tiger",32
"DarkNite","S/A TEC","Arma Knight",32
"DarkNite","S/A TEC","Penguin Knight",32
"DarkNite","S/A TEC","Petit Dragon",32
"DarkNite","S/A TEC","Dorover",30
"DarkNite","S/A TEC","Twin Long Rods #1",30
"DarkNite","S/A TEC","Rare Fish",30
"DarkNite","S/A TEC","Water Element",30
"DarkNite","S/A TEC","Root Water",30
"DarkNite","S/A TEC","Enchanting Mermaid",30
"DarkNite","S/A TEC","Beastking of the Swamps",30
"DarkNite","S/A TEC","Wetha",30
"DarkNite","S/A TEC","One-eyed Shield Dragon",30
"DarkNite","S/A TEC","Wicked Dragon with the Ersatz Head",30
"DarkNite","S/A TEC","Elf's Light",30
"DarkNite","S/A TEC","Black Pendant",30
"DarkNite","S/A TEC","Dragon Treasure",30
"DarkNite","S/A TEC","Electro-whip",60
"DarkNite","S/A TEC","Cyber Shield",60
"DarkNite","S/A TEC","Mystical Moon",30
"DarkNite","S/A TEC","Malevolent Nuzzler",30
"DarkNite","S/A TEC","Violet Crystal",30
"DarkNite","S/A TEC","Power of Kaishin",30
"DarkNite","S/A TEC","Wasteland",30
"DarkNite","S/A TEC","Umi",30
"DarkNite","S/A TEC","Goblin's Secret Remedy",30
"DarkNite","S/A TEC","Soul of the Pure",30
"DarkNite","S/A TEC","Dian Keto the Cure Master",30
"DarkNite","S/A TEC","Tremendous Fire",60
"DarkNite","S/A TEC","Spellbinding Circle",30
"DarkNite","S/A TEC","Dark-piercing Light",30
"DarkNite","S/A TEC","Water Magician",42
"DarkNite","S/A TEC","Ice Water",42
"DarkNite","S/A TEC","Beautiful Beast Trainer",10
"DarkNite","S/A TEC","7 Colored Fish",24
"DarkNite","S/A TEC","Rainbow Marine Mermaid",10
"DarkNite","S/A TEC","Fire Kraken",10
"DarkNite","S/A TEC","Eldeen",42
"DarkNite","S/A TEC","Behegon",42
"DarkNite","S/A TEC","Ghoul with an Appetite",24
"DarkNite","S/A TEC","Armored Starfish",42
"DarkNite","S/A TEC","Marine Beast",10
"DarkNite","S/A TEC","Fairy of the Fountain",24
"DarkNite","S/A TEC","Amazon of the Seas",24
"DarkNite","S/A TEC","Hibikime",24
"DarkNite","S/A TEC","Eternal Rest",25
"DarkNite","S/A TEC","Winged Trumpeter",8
"DarkNite","S/A TEC","Crush Card",25
"DarkNite","S/A TEC","Breath of Light",48
"DarkNite","S/A TEC","Eternal Draught",25
"DarkNite","S/A TEC","Curse of Millennium Shield",25
"DarkNite","S/A TEC","Harpie's Feather Duster",25
"DarkNite","S/A TEC","Commencement Dance",24
"DarkNite","S/A TEC","Acid Trap Hole",25
"DarkNite","S/A TEC","Widespread Ruin",25
"DarkNite","S/A TEC","Goblin Fan",25
"DarkNite","S/A TEC","Bad Reaction to Simochi",24
"Duel Master K","S/A TEC","Baby Dragon",15
"Duel Master K","S/A TEC","Shadow Specter",15
"Duel Master K","S/A TEC","Left Arm of the Forbidden One",4
"Duel Master K","S/A TEC","Skull Servant",15
"Duel Master K","S/A TEC","Oscillo Hero #2",15
"Duel Master K","S/A TEC","Torike",15
"Duel Master K","S/A TEC","Armored Zombie",15
"Duel Master K","S/A TEC","Dragon Zombie",15
"Duel Master K","S/A TEC","Clown Zombie",17
"Duel Master K","S/A TEC","Graveyard and the Hand of Invitation",17
"Duel Master K","S/A TEC","Charubin the Fire Knight",17
"Duel Master K","S/A TEC","Fiend's Hand",17
"Duel Master K","S/A TEC","Blue-eyed Silver Zombie",17
"Duel Master K","S/A TEC","Toad Master",20
"Duel Master K","S/A TEC","Flame Manipulator",17
"Duel Master K","S/A TEC","The Melting Red Shadow",17
"Duel Master K","S/A TEC","Fire Reaper",17
"Duel Master K","S/A TEC","Larvas",17
"Duel Master K","S/A TEC","Ancient Jar",17
"Duel Master K","S/A TEC","Monsturtle",26
"Duel Master K","S/A TEC","Claw Reacher",16
"Duel Master K","S/A TEC","Arlownay",16
"Duel Master K","S/A TEC","Akakieisu",16
"Duel Master K","S/A TEC","LALA Li-oon",16
"Duel Master K","S/A TEC","Mech Mole Zombie",16
"Duel Master K","S/A TEC","Penguin Knight",16
"Duel Master K","S/A TEC","Phantom Ghost",16
"Duel Master K","S/A TEC","Dorover",16
"Duel Master K","S/A TEC","Twin Long Rods #1",16
"Duel Master K","S/A TEC","Kaminarikozou",16
"Duel Master K","S/A TEC","Flame Ghost",26
"Duel Master K","S/A TEC","Hitodenchak",16
"Duel Master K","S/A TEC","Wood Remains",26
"Duel Master K","S/A TEC","Haniwa",16
"Duel Master K","S/A TEC","Water Element",16
"Duel Master K","S/A TEC","Dissolverock",26
"Duel Master K","S/A TEC","Angelwitch",16
"Duel Master K","S/A TEC","Lunar Queen Elzaim",16
"Duel Master K","S/A TEC","Wing Egg Elf",16
"Duel Master K","S/A TEC","The Furious Sea King",16
"Duel Master K","S/A TEC","Wetha",26
"Duel Master K","S/A TEC","King Fog",16
"Duel Master K","S/A TEC","Mystical Sheep #2",16
"Duel Master K","S/A TEC","Holograh",16
"Duel Master K","S/A TEC","Change Slime",16
"Duel Master K","S/A TEC","Moon Envoy",16
"Duel Master K","S/A TEC","Psychic Kappa",16
"Duel Master K","S/A TEC","Bio Plant",16
"Duel Master K","S/A TEC","Wicked Dragon with the Ersatz Head",16
"Duel Master K","S/A TEC","Axe of Despair",32
"Duel Master K","S/A TEC","Insect Armor with Laser Cannon",32
"Duel Master K","S/A TEC","Cyber Shield",32
"Duel Master K","S/A TEC","Mystical Moon",32
"Duel Master K","S/A TEC","Malevolent Nuzzler",32
"Duel Master K","S/A TEC","Raise Body Heat",32
"Duel Master K","S/A TEC","Wasteland",32
"Duel Master K","S/A TEC","Umi",32
"Duel Master K","S/A TEC","Yami",48
"Duel Master K","S/A TEC","Dark Hole",32
"Duel Master K","S/A TEC","Mooyan Curry",32
"Duel Master K","S/A TEC","Red Medicine",32
"Duel Master K","S/A TEC","Goblin's Secret Remedy",32
"Duel Master K","S/A TEC","Final Flame",32
"Duel Master K","S/A TEC","Dark-piercing Light",32
"Duel Master K","S/A TEC","Zone Eater",16
"Duel Master K","S/A TEC","Steel Scorpion",12
"Duel Master K","S/A TEC","Ooguchi",16
"Duel Master K","S/A TEC","Waterdragon Fairy",26
"Duel Master K","S/A TEC","Turu-Purun",16
"Duel Master K","S/A TEC","Aqua Snake",26
"Duel Master K","S/A TEC","Kanikabuto",16
"Duel Master K","S/A TEC","Zarigun",16
"Duel Master K","S/A TEC","Bolt Penguin",26
"Duel Master K","S/A TEC","Electric Snake",16
"Duel Master K","S/A TEC","Insect Soldiers of the Sky",16
"Duel Master K","S/A TEC","Ameba",16
"Duel Master K","S/A TEC","Turtle Raccoon",16
"Duel Master K","S/A TEC","Muka Muka",16
"Duel Master K","S/A TEC","Star Boy",16
"Duel Master K","S/A TEC","Bone Mouse",16
"Duel Master K","S/A TEC","Frog The Jam",16
"Duel Master K","S/A TEC","The Wandering Doomed",16
"Duel Master K","S/A TEC","Pot the Trick",16
"Duel Master K","S/A TEC","Anthrosaurus",16
"Duel Master K","S/A TEC","Little D",16
"Duel Master K","S/A TEC","Mechanical Snail",16
"Duel Master K","S/A TEC","Living Vase",12
"Duel Master K","S/A TEC","Morphing Jar",16
"Duel Master K","S/A TEC","Muse-A",12
"Duel Master K","S/A TEC","Penguin Soldier",16
"Duel Master K","S/A TEC","Liquid Beast",16
"Duel Master K","S/A TEC","Twin Long Rods #2",16
"Duel Master K","S/A TEC","Lady of Faith",16
"Duel Master K","S/A TEC","Magical Labyrinth",26
"Duel Master K","S/A TEC","Cursebreaker",23
"Duel Master K","S/A TEC","Bear Trap",32
"Duel Master K","S/A TEC","Invisible Wire",32
"Duel Master K","S/A TEC","Goblin Fan",32
"Duel Master K","S/A TEC","Bad Reaction to Simochi",32
"Duel Master K","S/A TEC","Fake Trap",32
"Duel Master K","S/A TEC","Contruct of Mask",32
"Simon Muran","B/C/D POW/TEC","Shadow Specter",98
"Simon Muran","B/C/D POW/TEC","Time Wizard",57
"Simon Muran","B/C/D POW/TEC","Right Arm of the Forbidden One",6
"Simon Muran","B/C/D POW/TEC","Skull Servant",29
"Simon Muran","B/C/D POW/TEC","Torike",29
"Simon Muran","B/C/D POW/TEC","Sangan",29
"Simon Muran","B/C/D POW/TEC","Kuriboh",30
"Simon Muran","B/C/D POW/TEC","Mask of Darkness",14
"Simon Muran","B/C/D POW/TEC","Tomozaurus",57
"Simon Muran","B/C/D POW/TEC","Dark Plant",57
"Simon Muran","B/C/D POW/TEC","Weather Control",57
"Simon Muran","B/C/D POW/TEC","Mystery Hand",57
"Simon Muran","B/C/D POW/TEC","Ancient Jar",56
"Simon Muran","B/C/D POW/TEC","Key Mace",56
"Simon Muran","B/C/D POW/TEC","Mech Mole Zombie",56
"Simon Muran","B/C/D POW/TEC","Air Marmot of Nefariousness",56
"Simon Muran","B/C/D POW/TEC","Haniwa",56
"Simon Muran","B/C/D POW/TEC","Yashinoki",14
"Simon Muran","B/C/D POW/TEC","Change Slime",56
"Simon Muran","B/C/D POW/TEC","Legendary Sword",20
"Simon Muran","B/C/D POW/TEC","Sogen",40
"Simon Muran","B/C/D POW/TEC","Mystic Lamp",56
"Simon Muran","B/C/D POW/TEC","Leghul",56
"Simon Muran","B/C/D POW/TEC","Monster Eye",56
"Simon Muran","B/C/D POW/TEC","Mechanical Spider",56
"Simon Muran","B/C/D POW/TEC","Bat",56
"Simon Muran","B/C/D POW/TEC","Jinzo #7",56
"Simon Muran","B/C/D POW/TEC","White Dolphin",56
"Simon Muran","B/C/D POW/TEC","Turu-Purun",56
"Simon Muran","B/C/D POW/TEC","Armed Ninja",56
"Simon Muran","B/C/D POW/TEC","Ameba",56
"Simon Muran","B/C/D POW/TEC","Korogashi",56
"Simon Muran","B/C/D POW/TEC","Rainbow Flower",56
"Simon Muran","B/C/D POW/TEC","Fungi of the Musk",56
"Simon Muran","B/C/D POW/TEC","Muka Muka",56
"Simon Muran","B/C/D POW/TEC","Griggle",56
"Simon Muran","B/C/D POW/TEC","Bone Mouse",56
"Simon Muran","B/C/D POW/TEC","Pot the Trick",56
"Simon Muran","B/C/D POW/TEC","Wretched Ghost of the Attic",56
"Simon Muran","B/C/D POW/TEC","Queen's Double",56
"Simon Muran","B/C/D POW/TEC","Hamburger Recipe",18
"Simon Muran","B/C/D POW/TEC","House of Adhesive Tape",18
"Simon Muran","B/C/D POW/TEC","Fake Trap",18
"Teana 1","B/C/D POW/TEC","Right Arm of the Forbidden One",6
"Teana 1","B/C/D POW/TEC","Skull Servant",180
"Teana 1","B/C/D POW/TEC","Kuriboh",180
"Teana 1","B/C/D POW/TEC","Ancient Jar",180
"Teana 1","B/C/D POW/TEC","Sword of Dark Destruction",16
"Teana 1","B/C/D POW/TEC","Forest",30
"Teana 1","B/C/D POW/TEC","Zone Eater",180
"Teana 1","B/C/D POW/TEC","Dancing Elf",178
"Teana 1","B/C/D POW/TEC","Ooguchi",178
"Teana 1","B/C/D POW/TEC","Swordsman from a Foreign Land",178
"Teana 1","B/C/D POW/TEC","Monster Eye",178
"Teana 1","B/C/D POW/TEC","Armed Ninja",178
"Teana 1","B/C/D POW/TEC","Sinister Serpent",178
"Teana 1","B/C/D POW/TEC","Milus Radiant",178
"Teana 1","B/C/D POW/TEC","House of Adhesive Tape",14
"Teana 1","B/C/D POW/TEC","Fake Trap",15
"Teana 1","B/C/D POW/TEC","Revival of Skeleton Rider",1
"Jono 1","B/C/D POW/TEC","Time Wizard",64
"Jono 1","B/C/D POW/TEC","Left Arm of the Forbidden One",6
"Jono 1","B/C/D POW/TEC","Basic Insect",44
"Jono 1","B/C/D POW/TEC","Curtain of the Dark Ones",44
"Jono 1","B/C/D POW/TEC","Tomozaurus",44
"Jono 1","B/C/D POW/TEC","Yamatano Dragon Scroll",44
"Jono 1","B/C/D POW/TEC","Weather Control",44
"Jono 1","B/C/D POW/TEC","Fiend's Hand",44
"Jono 1","B/C/D POW/TEC","Mystery Hand",44
"Jono 1","B/C/D POW/TEC","The Melting Red Shadow",44
"Jono 1","B/C/D POW/TEC","Fire Reaper",44
"Jono 1","B/C/D POW/TEC","Hurricail",44
"Jono 1","B/C/D POW/TEC","Masked Clown",44
"Jono 1","B/C/D POW/TEC","Eyearmor",44
"Jono 1","B/C/D POW/TEC","LALA Li-oon",44
"Jono 1","B/C/D POW/TEC","Mech Mole Zombie",44
"Jono 1","B/C/D POW/TEC","Air Marmot of Nefariousness",44
"Jono 1","B/C/D POW/TEC","Droll Bird",44
"Jono 1","B/C/D POW/TEC","Hinotama Soul",44
"Jono 1","B/C/D POW/TEC","Kagemusha of the Blue Flame",44
"Jono 1","B/C/D POW/TEC","Haniwa",44
"Jono 1","B/C/D POW/TEC","Candle of Fate",44
"Jono 1","B/C/D POW/TEC","Meda Bat",44
"Jono 1","B/C/D POW/TEC","Sectarian of Secrets",44
"Jono 1","B/C/D POW/TEC","Legendary Sword",16
"Jono 1","B/C/D POW/TEC","Sword of Dark Destruction",16
"Jono 1","B/C/D POW/TEC","Sogen",36
"Jono 1","B/C/D POW/TEC","Sparks",16
"Jono 1","B/C/D POW/TEC","Mechanical Spider",44
"Jono 1","B/C/D POW/TEC","Cyber-Stein",44
"Jono 1","B/C/D POW/TEC","Jinzo #7",44
"Jono 1","B/C/D POW/TEC","White Dolphin",44
"Jono 1","B/C/D POW/TEC","Turu-Purun",44
"Jono 1","B/C/D POW/TEC","Korogashi",44
"Jono 1","B/C/D POW/TEC","Boo Koo",44
"Jono 1","B/C/D POW/TEC","Rainbow Flower",44
"Jono 1","B/C/D POW/TEC","Hoshiningen",44
"Jono 1","B/C/D POW/TEC","Man-eater Bug",44
"Jono 1","B/C/D POW/TEC","Muka Muka",44
"Jono 1","B/C/D POW/TEC","Star Boy",44
"Jono 1","B/C/D POW/TEC","Frog The Jam",44
"Jono 1","B/C/D POW/TEC","Pot the Trick",44
"Jono 1","B/C/D POW/TEC","Wretched Ghost of the Attic",44
"Jono 1","B/C/D POW/TEC","Abyss Flower",44
"Jono 1","B/C/D POW/TEC","Living Vase",2
"Jono 1","B/C/D POW/TEC","Tentacle Plant",44
"Jono 1","B/C/D POW/TEC","Little Chimera",44
"Jono 1","B/C/D POW/TEC","Hiro's Shadow Scout",44
"Jono 1","B/C/D POW/TEC","Kunai with Chain",34
"Jono 1","B/C/D POW/TEC","Hamburger Recipe",18
"Jono 1","B/C/D POW/TEC","House of Adhesive Tape",18
"Jono 1","B/C/D POW/TEC","Fake Trap",18
"Villager 1","B/C/D POW/TEC","Shadow Specter",76
"Villager 1","B/C/D POW/TEC","Left Arm of the Forbidden One",6
"Villager 1","B/C/D POW/TEC","Skull Servant",76
"Villager 1","B/C/D POW/TEC","Kuriboh",76
"Villager 1","B/C/D POW/TEC","Dark Plant",76
"Villager 1","B/C/D POW/TEC","Ancient Jar",76
"Villager 1","B/C/D POW/TEC","Key Mace",76
"Villager 1","B/C/D POW/TEC","Change Slime",76
"Villager 1","B/C/D POW/TEC","Elf's Light",18
"Villager 1","B/C/D POW/TEC","Book of Secret Arts",18
"Villager 1","B/C/D POW/TEC","Mountain",35
"Villager 1","B/C/D POW/TEC","Mooyan Curry",35
"Villager 1","B/C/D POW/TEC","Red Medicine",35
"Villager 1","B/C/D POW/TEC","Final Flame",18
"Villager 1","B/C/D POW/TEC","Dark-piercing Light",35
"Villager 1","B/C/D POW/TEC","Mystic Lamp",76
"Villager 1","B/C/D POW/TEC","Zone Eater",76
"Villager 1","B/C/D POW/TEC","Dancing Elf",75
"Villager 1","B/C/D POW/TEC","Leghul",75
"Villager 1","B/C/D POW/TEC","Ooguchi",75
"Villager 1","B/C/D POW/TEC","Swordsman from a Foreign Land",75
"Villager 1","B/C/D POW/TEC","Monster Eye",75
"Villager 1","B/C/D POW/TEC","Bat",75
"Villager 1","B/C/D POW/TEC","Armed Ninja",75
"Villager 1","B/C/D POW/TEC","Sinister Serpent",75
"Villager 1","B/C/D POW/TEC","Ameba",75
"Villager 1","B/C/D POW/TEC","Fungi of the Musk",72
"Villager 1","B/C/D POW/TEC","Milus Radiant",72
"Villager 1","B/C/D POW/TEC","Griggle",72
"Villager 1","B/C/D POW/TEC","Bone Mouse",72
"Villager 1","B/C/D POW/TEC","Pot the Trick",72
"Villager 1","B/C/D POW/TEC","Queen's Double",75
"Villager 1","B/C/D POW/TEC","Cursebreaker",18
"Villager 1","B/C/D POW/TEC","House of Adhesive Tape",18
"Villager 1","B/C/D POW/TEC","Fake Trap",18
"Villager 2","B/C/D POW/TEC","Shadow Specter",26
"Villager 2","B/C/D POW/TEC","Right Arm of the Forbidden One",12
"Villager 2","B/C/D POW/TEC","Skull Servant",26
"Villager 2","B/C/D POW/TEC","Dragon Piper",26
"Villager 2","B/C/D POW/TEC","Oscillo Hero #2",26
"Villager 2","B/C/D POW/TEC","Wolf",26
"Villager 2","B/C/D POW/TEC","Silver Fang",26
"Villager 2","B/C/D POW/TEC","Armored Zombie",26
"Villager 2","B/C/D POW/TEC","Dragon Zombie",26
"Villager 2","B/C/D POW/TEC","Clown Zombie",26
"Villager 2","B/C/D POW/TEC","Mask of Darkness",12
"Villager 2","B/C/D POW/TEC","Graveyard and the Hand of Invitation",26
"Villager 2","B/C/D POW/TEC","Supporter in the Shadows",26
"Villager 2","B/C/D POW/TEC","Fiend's Hand",26
"Villager 2","B/C/D POW/TEC","Dragon Statue",26
"Villager 2","B/C/D POW/TEC","Blue-eyed Silver Zombie",26
"Villager 2","B/C/D POW/TEC","Toad Master",26
"Villager 2","B/C/D POW/TEC","Spiked Snail",26
"Villager 2","B/C/D POW/TEC","The Melting Red Shadow",26
"Villager 2","B/C/D POW/TEC","Fire Reaper",26
"Villager 2","B/C/D POW/TEC","Tainted Wisdom",26
"Villager 2","B/C/D POW/TEC","Ancient Jar",26
"Villager 2","B/C/D POW/TEC","Dark King of the Abyss",26
"Villager 2","B/C/D POW/TEC","Armaill",26
"Villager 2","B/C/D POW/TEC","Monsturtle",26
"Villager 2","B/C/D POW/TEC","Dark Shade",26
"Villager 2","B/C/D POW/TEC","LALA Li-oon",26
"Villager 2","B/C/D POW/TEC","Mech Mole Zombie",26
"Villager 2","B/C/D POW/TEC","Penguin Knight",26
"Villager 2","B/C/D POW/TEC","Phantom Ghost",26
"Villager 2","B/C/D POW/TEC","Dorover",26
"Villager 2","B/C/D POW/TEC","Twin Long Rods #1",26
"Villager 2","B/C/D POW/TEC","Kaminarikozou",26
"Villager 2","B/C/D POW/TEC","Flame Ghost",26
"Villager 2","B/C/D POW/TEC","Solitude",26
"Villager 2","B/C/D POW/TEC","Hitodenchak",26
"Villager 2","B/C/D POW/TEC","Wood Remains",26
"Villager 2","B/C/D POW/TEC","Wood Clown",26
"Villager 2","B/C/D POW/TEC","Haniwa",26
"Villager 2","B/C/D POW/TEC","Yashinoki",12
"Villager 2","B/C/D POW/TEC","Water Element",26
"Villager 2","B/C/D POW/TEC","Dissolverock",26
"Villager 2","B/C/D POW/TEC","Hyo",26
"Villager 2","B/C/D POW/TEC","Stone Armadiller",26
"Villager 2","B/C/D POW/TEC","Ancient Sorcerer",26
"Villager 2","B/C/D POW/TEC","The Little Swordsman of Aile",26
"Villager 2","B/C/D POW/TEC","The Furious Sea King",26
"Villager 2","B/C/D POW/TEC","Versago the Destroyer",26
"Villager 2","B/C/D POW/TEC","Wetha",26
"Villager 2","B/C/D POW/TEC","Ray & Temperature",26
"Villager 2","B/C/D POW/TEC","Change Slime",26
"Villager 2","B/C/D POW/TEC","Psychic Kappa",26
"Villager 2","B/C/D POW/TEC","One-eyed Shield Dragon",26
"Villager 2","B/C/D POW/TEC","Axe of Despair",30
"Villager 2","B/C/D POW/TEC","Yami",60
"Villager 2","B/C/D POW/TEC","Zone Eater",26
"Villager 2","B/C/D POW/TEC","Steel Scorpion",12
"Villager 2","B/C/D POW/TEC","Ooguchi",26
"Villager 2","B/C/D POW/TEC","Waterdragon Fairy",26
"Villager 2","B/C/D POW/TEC","Turu-Purun",26
"Villager 2","B/C/D POW/TEC","Aqua Snake",26
"Villager 2","B/C/D POW/TEC","Kanikabuto",26
"Villager 2","B/C/D POW/TEC","Zarigun",26
"Villager 2","B/C/D POW/TEC","Bolt Penguin",26
"Villager 2","B/C/D POW/TEC","Electric Snake",26
"Villager 2","B/C/D POW/TEC","Ameba",25
"Villager 2","B/C/D POW/TEC","Turtle Raccoon",25
"Villager 2","B/C/D POW/TEC","Muka Muka",25
"Villager 2","B/C/D POW/TEC","Star Boy",25
"Villager 2","B/C/D POW/TEC","Bone Mouse",25
"Villager 2","B/C/D POW/TEC","Frog The Jam",25
"Villager 2","B/C/D POW/TEC","The Wandering Doomed",25
"Villager 2","B/C/D POW/TEC","Pot the Trick",25
"Villager 2","B/C/D POW/TEC","Greenkappa",12
"Villager 2","B/C/D POW/TEC","Morphing Jar",25
"Villager 2","B/C/D POW/TEC","Muse-A",12
"Villager 2","B/C/D POW/TEC","Penguin Soldier",25
"Villager 2","B/C/D POW/TEC","Liquid Beast",25
"Villager 2","B/C/D POW/TEC","Twin Long Rods #2",25
"Villager 2","B/C/D POW/TEC","Electric Lizard",2
"Villager 2","B/C/D POW/TEC","Armored Rat",25
"Villager 2","B/C/D POW/TEC","Mystical Sheep #1",25
"Villager 3","B/C/D POW/TEC","Baby Dragon",18
"Villager 3","B/C/D POW/TEC","Shadow Specter",18
"Villager 3","B/C/D POW/TEC","Left Arm of the Forbidden One",8
"Villager 3","B/C/D POW/TEC","Skull Servant",18
"Villager 3","B/C/D POW/TEC","Dragon Piper",18
